event_id,module(equipment),start_datetime,end_datetime,point_count,duration_seconds,minimum_powerfactor,average_powerfactor,iqr_detected,ewma_detected,if_detected,max_model_agreement
EWMA-014467,15(예비건조기),2025-02-22 13:52:10,2025-02-22 13:52:10,1,5,67.64667,67.64667,1,1,1,3
EWMA-014468,15(예비건조기),2025-02-22 14:02:05,2025-02-22 14:02:05,1,5,68.66333,68.66333,1,1,1,3
EWMA-014469,15(예비건조기),2025-02-22 14:05:00,2025-02-22 14:05:00,1,5,65.096664,65.096664,1,1,1,3
EWMA-014470,15(예비건조기),2025-02-22 14:05:35,2025-02-22 14:05:35,1,5,65.049995,65.049995,1,1,0,2
EWMA-014471,15(예비건조기),2025-02-22 14:15:50,2025-02-22 14:15:50,1,5,65.46667,65.46667,1,1,0,2
EWMA-014472,15(예비건조기),2025-02-22 14:17:35,2025-02-22 14:17:35,1,5,63.350002,63.350002,1,1,1,3
EWMA-014473,15(예비건조기),2025-02-22 14:41:50,2025-02-22 14:41:50,1,5,67.64001,67.64001,1,1,1,3
EWMA-014474,15(예비건조기),2025-02-22 14:57:40,2025-02-22 14:57:40,1,5,68.66,68.66,1,1,0,2
EWMA-014475,15(예비건조기),2025-02-22 15:16:35,2025-02-22 15:16:35,1,5,63.930004,63.930004,1,1,1,3
EWMA-014476,15(예비건조기),2025-02-22 15:19:25,2025-02-22 15:19:25,1,5,65.96334,65.96334,1,1,0,2
EWMA-014477,15(예비건조기),2025-02-22 15:25:40,2025-02-22 15:25:40,1,5,68.44,68.44,0,1,1,2
EWMA-014478,15(예비건조기),2025-02-22 15:35:10,2025-02-22 15:35:10,1,5,64.78333,64.78333,1,1,1,3
EWMA-014479,15(예비건조기),2025-02-22 15:41:05,2025-02-22 15:41:05,1,5,68.34333,68.34333,1,1,1,3
EWMA-014480,15(예비건조기),2025-02-22 15:43:40,2025-02-22 15:43:40,1,5,65.170006,65.170006,1,1,1,3
EWMA-014481,15(예비건조기),2025-02-22 15:43:55,2025-02-22 15:43:55,1,5,66.38333,66.38333,1,1,0,2
EWMA-014482,15(예비건조기),2025-02-22 15:45:15,2025-02-22 15:45:15,1,5,66.18667,66.18667,1,1,1,3
EWMA-014483,15(예비건조기),2025-02-22 15:53:20,2025-02-22 15:53:20,1,5,70.0,70.0,1,1,0,2
EWMA-014484,15(예비건조기),2025-02-22 16:11:25,2025-02-22 16:11:25,1,5,71.09333,71.09333,0,1,0,1
EWMA-014485,15(예비건조기),2025-02-22 16:17:30,2025-02-22 16:17:30,1,5,66.27334,66.27334,1,1,1,3
EWMA-014486,15(예비건조기),2025-02-22 16:36:20,2025-02-22 16:36:20,1,5,61.203335,61.203335,1,1,1,3
EWMA-014487,15(예비건조기),2025-02-22 16:37:15,2025-02-22 16:37:15,1,5,65.29,65.29,1,1,1,3
EWMA-014488,15(예비건조기),2025-02-22 16:38:25,2025-02-22 16:38:25,1,5,67.18,67.18,1,1,1,3
EWMA-014489,15(예비건조기),2025-02-22 16:45:00,2025-02-22 16:45:00,1,5,63.436665,63.436665,1,1,1,3
EWMA-014490,15(예비건조기),2025-02-22 16:47:25,2025-02-22 16:47:25,1,5,67.57333,67.57333,1,1,1,3
EWMA-014491,15(예비건조기),2025-02-22 16:58:00,2025-02-22 16:58:00,1,5,67.85999,67.85999,1,1,1,3
EWMA-014492,15(예비건조기),2025-02-22 17:03:55,2025-02-22 17:03:55,1,5,67.4,67.4,1,1,1,3
EWMA-014493,15(예비건조기),2025-02-22 17:04:55,2025-02-22 17:04:55,1,5,65.03333,65.03333,1,1,0,2
EWMA-014494,15(예비건조기),2025-02-22 17:22:20,2025-02-22 17:22:20,1,5,70.77333,70.77333,0,1,0,1
EWMA-014495,15(예비건조기),2025-02-22 17:31:25,2025-02-22 17:31:25,1,5,68.88333,68.88333,1,1,1,3
EWMA-014496,15(예비건조기),2025-02-22 17:41:05,2025-02-22 17:41:05,1,5,61.88,61.88,1,1,0,2
EWMA-014497,15(예비건조기),2025-02-22 17:45:30,2025-02-22 17:45:30,1,5,61.283337,61.283337,1,1,1,3
EWMA-014498,15(예비건조기),2025-02-22 17:49:15,2025-02-22 17:49:15,1,5,70.11667,70.11667,0,1,0,1
EWMA-014499,15(예비건조기),2025-02-22 17:51:15,2025-02-22 17:51:15,1,5,64.950005,64.950005,1,1,1,3
EWMA-014500,15(예비건조기),2025-02-22 18:01:45,2025-02-22 18:01:45,1,5,70.14001,70.14001,0,1,0,1
EWMA-014501,15(예비건조기),2025-02-22 18:13:15,2025-02-22 18:13:15,1,5,70.32,70.32,1,1,0,2
EWMA-014502,15(예비건조기),2025-02-22 18:19:20,2025-02-22 18:19:20,1,5,72.37,72.37,0,1,0,1
EWMA-014503,15(예비건조기),2025-02-22 18:32:25,2025-02-22 18:32:25,1,5,69.16334,69.16334,1,1,0,2
EWMA-014504,15(예비건조기),2025-02-22 18:38:50,2025-02-22 18:38:50,1,5,67.15333,67.15333,1,1,1,3
EWMA-014505,15(예비건조기),2025-02-22 18:39:40,2025-02-22 18:39:40,1,5,68.09333,68.09333,1,1,1,3
EWMA-014506,15(예비건조기),2025-02-22 18:50:25,2025-02-22 18:50:25,1,5,67.04,67.04,1,1,1,3
EWMA-014507,15(예비건조기),2025-02-22 18:57:25,2025-02-22 18:57:25,1,5,66.71,66.71,1,1,1,3
EWMA-014508,15(예비건조기),2025-02-22 19:17:55,2025-02-22 19:17:55,1,5,69.6,69.6,0,1,1,2
EWMA-014509,15(예비건조기),2025-02-22 19:21:15,2025-02-22 19:21:15,1,5,66.15667,66.15667,1,1,0,2
EWMA-014510,15(예비건조기),2025-02-22 19:33:25,2025-02-22 19:33:25,1,5,67.24,67.24,1,1,1,3
EWMA-014511,15(예비건조기),2025-02-22 19:36:05,2025-02-22 19:36:05,1,5,62.11333,62.11333,1,1,1,3
EWMA-014512,15(예비건조기),2025-02-22 19:51:35,2025-02-22 19:51:35,1,5,64.61666,64.61666,1,1,1,3
EWMA-014513,15(예비건조기),2025-02-22 20:03:40,2025-02-22 20:03:40,1,5,69.15333,69.15333,1,1,1,3
EWMA-014514,15(예비건조기),2025-02-22 20:04:25,2025-02-22 20:04:25,1,5,72.98,72.98,0,1,0,1
EWMA-014515,15(예비건조기),2025-02-22 20:13:50,2025-02-22 20:13:50,1,5,64.32,64.32,1,1,1,3
EWMA-014516,15(예비건조기),2025-02-22 20:15:35,2025-02-22 20:15:35,1,5,63.506664,63.506664,1,1,1,3
EWMA-014517,15(예비건조기),2025-02-22 20:29:15,2025-02-22 20:29:15,1,5,64.82,64.82,1,1,1,3
EWMA-014518,15(예비건조기),2025-02-22 20:33:50,2025-02-22 20:33:50,1,5,66.590004,66.590004,1,1,1,3
EWMA-014519,15(예비건조기),2025-02-22 20:34:50,2025-02-22 20:34:50,1,5,67.04667,67.04667,1,1,1,3
EWMA-014520,15(예비건조기),2025-02-22 20:58:10,2025-02-22 20:58:10,1,5,70.420006,70.420006,0,1,0,1
EWMA-014521,15(예비건조기),2025-02-22 20:59:25,2025-02-22 20:59:25,1,5,68.67,68.67,1,1,1,3
EWMA-014522,15(예비건조기),2025-02-22 21:01:05,2025-02-22 21:01:05,1,5,72.136665,72.136665,0,1,0,1
EWMA-014523,15(예비건조기),2025-02-22 21:17:20,2025-02-22 21:17:20,1,5,69.47666,69.47666,1,1,1,3
EWMA-014524,15(예비건조기),2025-02-22 21:22:15,2025-02-22 21:22:15,1,5,69.05334,69.05334,1,1,0,2
EWMA-014525,15(예비건조기),2025-02-22 21:28:40,2025-02-22 21:28:40,1,5,63.536667,63.536667,1,1,0,2
EWMA-014526,15(예비건조기),2025-02-22 21:41:15,2025-02-22 21:41:15,1,5,67.06333,67.06333,0,1,1,2
EWMA-014527,15(예비건조기),2025-02-22 22:11:20,2025-02-22 22:11:20,1,5,68.16334,68.16334,1,1,1,3
EWMA-014528,15(예비건조기),2025-02-22 22:15:40,2025-02-22 22:15:40,1,5,69.57,69.57,0,1,1,2
EWMA-014529,15(예비건조기),2025-02-22 22:26:15,2025-02-22 22:26:15,1,5,67.32667,67.32667,1,1,1,3
EWMA-014530,15(예비건조기),2025-02-22 22:36:15,2025-02-22 22:36:15,1,5,65.76667,65.76667,1,1,0,2
EWMA-014531,15(예비건조기),2025-02-22 22:39:05,2025-02-22 22:39:05,1,5,66.52334,66.52334,1,1,0,2
EWMA-014532,15(예비건조기),2025-02-22 22:39:30,2025-02-22 22:39:30,1,5,63.24667,63.24667,1,1,0,2
EWMA-014533,15(예비건조기),2025-02-22 22:53:55,2025-02-22 22:53:55,1,5,69.916664,69.916664,0,1,0,1
EWMA-014534,15(예비건조기),2025-02-22 23:11:05,2025-02-22 23:11:05,1,5,70.18333,70.18333,0,1,0,1
EWMA-014535,15(예비건조기),2025-02-22 23:15:15,2025-02-22 23:15:15,1,5,69.40667,69.40667,1,1,1,3
EWMA-014536,15(예비건조기),2025-02-22 23:45:30,2025-02-22 23:45:30,1,5,66.89333,66.89333,1,1,1,3
EWMA-014537,15(예비건조기),2025-02-22 23:46:40,2025-02-22 23:46:40,1,5,63.443333,63.443333,1,1,1,3
EWMA-014538,15(예비건조기),2025-02-23 00:36:15,2025-02-23 00:36:15,1,5,63.3,63.3,1,1,1,3
EWMA-014539,15(예비건조기),2025-02-23 00:38:40,2025-02-23 00:38:40,1,5,67.56,67.56,1,1,1,3
EWMA-014540,15(예비건조기),2025-02-23 00:47:05,2025-02-23 00:47:05,1,5,66.01667,66.01667,1,1,1,3
EWMA-014541,15(예비건조기),2025-02-23 00:48:30,2025-02-23 00:48:30,1,5,67.53666,67.53666,1,1,1,3
EWMA-014542,15(예비건조기),2025-02-23 01:04:50,2025-02-23 01:04:50,1,5,71.450005,71.450005,0,1,0,1
EWMA-014543,15(예비건조기),2025-02-23 01:06:10,2025-02-23 01:06:10,1,5,65.549995,65.549995,1,1,1,3
EWMA-014544,15(예비건조기),2025-02-23 01:10:00,2025-02-23 01:10:00,1,5,68.50666,68.50666,1,1,0,2
EWMA-014545,15(예비건조기),2025-02-23 01:11:20,2025-02-23 01:11:20,1,5,63.99,63.99,1,1,1,3
EWMA-014546,15(예비건조기),2025-02-23 01:11:55,2025-02-23 01:11:55,1,5,68.236664,68.236664,1,1,1,3
EWMA-014547,15(예비건조기),2025-02-23 01:33:50,2025-02-23 01:33:50,1,5,69.71,69.71,1,1,0,2
EWMA-014548,15(예비건조기),2025-02-23 02:12:55,2025-02-23 02:12:55,1,5,61.533337,61.533337,1,1,1,3
EWMA-014549,15(예비건조기),2025-02-23 02:19:00,2025-02-23 02:19:00,1,5,69.34667,69.34667,1,1,0,2
EWMA-014550,15(예비건조기),2025-02-23 02:31:25,2025-02-23 02:31:25,1,5,67.07667,67.07667,1,1,1,3
EWMA-014551,15(예비건조기),2025-02-23 02:38:05,2025-02-23 02:38:05,1,5,70.236664,70.236664,0,1,1,2
EWMA-014552,15(예비건조기),2025-02-23 02:42:55,2025-02-23 02:42:55,1,5,63.78,63.78,1,1,0,2
EWMA-014553,15(예비건조기),2025-02-23 02:46:30,2025-02-23 02:46:30,1,5,69.886665,69.886665,1,1,1,3
EWMA-014554,15(예비건조기),2025-02-23 03:05:30,2025-02-23 03:05:30,1,5,64.38333,64.38333,1,1,0,2
EWMA-014555,15(예비건조기),2025-02-23 03:07:15,2025-02-23 03:07:15,1,5,66.23334,66.23334,1,1,1,3
EWMA-014556,15(예비건조기),2025-02-23 03:08:00,2025-02-23 03:08:00,1,5,67.58,67.58,1,1,1,3
EWMA-014557,15(예비건조기),2025-02-23 03:30:30,2025-02-23 03:30:30,1,5,69.12333,69.12333,1,1,1,3
EWMA-014558,15(예비건조기),2025-02-23 03:50:30,2025-02-23 03:50:30,1,5,71.0,71.0,0,1,0,1
EWMA-014559,15(예비건조기),2025-02-23 04:02:50,2025-02-23 04:02:50,1,5,70.88333,70.88333,0,1,1,2
EWMA-014560,15(예비건조기),2025-02-23 04:39:25,2025-02-23 04:39:25,1,5,67.64,67.64,1,1,1,3
EWMA-014561,15(예비건조기),2025-02-23 04:43:30,2025-02-23 04:43:30,1,5,69.57666,69.57666,0,1,0,1
EWMA-014562,15(예비건조기),2025-02-23 04:48:00,2025-02-23 04:48:00,1,5,63.456665,63.456665,1,1,1,3
EWMA-014563,15(예비건조기),2025-02-23 05:14:45,2025-02-23 05:14:45,1,5,66.08666,66.08666,1,1,1,3
EWMA-014564,15(예비건조기),2025-02-23 05:18:30,2025-02-23 05:18:30,1,5,65.05334,65.05334,1,1,1,3
EWMA-014565,15(예비건조기),2025-02-23 05:20:45,2025-02-23 05:20:45,1,5,69.17667,69.17667,0,1,0,1
EWMA-014566,15(예비건조기),2025-02-23 05:35:20,2025-02-23 05:35:20,1,5,70.91,70.91,0,1,0,1
EWMA-014567,15(예비건조기),2025-02-23 05:36:30,2025-02-23 05:36:30,1,5,69.17666,69.17666,0,1,1,2
EWMA-014568,15(예비건조기),2025-02-23 06:01:40,2025-02-23 06:01:40,1,5,66.99334,66.99334,1,1,1,3
EWMA-014569,15(예비건조기),2025-02-23 06:11:45,2025-02-23 06:11:45,1,5,68.34667,68.34667,1,1,1,3
EWMA-014570,15(예비건조기),2025-02-23 06:22:05,2025-02-23 06:22:05,1,5,68.12667,68.12667,1,1,0,2
EWMA-014571,15(예비건조기),2025-02-23 06:34:15,2025-02-23 06:34:15,1,5,62.253338,62.253338,1,1,1,3
EWMA-014572,15(예비건조기),2025-02-23 06:39:05,2025-02-23 06:39:05,1,5,68.473335,68.473335,0,1,0,1
EWMA-014573,15(예비건조기),2025-02-23 07:03:00,2025-02-23 07:03:00,1,5,64.31667,64.31667,1,1,1,3
EWMA-014574,15(예비건조기),2025-02-23 07:03:10,2025-02-23 07:03:10,1,5,67.44,67.44,1,1,0,2
EWMA-014575,15(예비건조기),2025-02-23 07:07:15,2025-02-23 07:07:20,2,10,65.96667,65.97,1,1,1,3
EWMA-014576,15(예비건조기),2025-02-23 07:09:10,2025-02-23 07:09:10,1,5,70.09333,70.09333,0,1,1,2
EWMA-014577,15(예비건조기),2025-02-23 07:10:30,2025-02-23 07:10:30,1,5,69.98334,69.98334,0,1,1,2
EWMA-014578,15(예비건조기),2025-02-23 07:17:20,2025-02-23 07:17:20,1,5,65.17,65.17,1,1,1,3
EWMA-014579,15(예비건조기),2025-02-23 07:17:35,2025-02-23 07:17:35,1,5,71.079994,71.079994,0,1,0,1
EWMA-014580,15(예비건조기),2025-02-23 07:20:55,2025-02-23 07:20:55,1,5,64.48,64.48,1,1,1,3
EWMA-014581,15(예비건조기),2025-02-23 07:26:30,2025-02-23 07:26:30,1,5,69.38999,69.38999,1,1,1,3
EWMA-014582,15(예비건조기),2025-02-23 07:33:40,2025-02-23 07:33:40,1,5,68.85333,68.85333,0,1,1,2
EWMA-014583,15(예비건조기),2025-02-23 07:37:30,2025-02-23 07:37:30,1,5,63.873333,63.873333,1,1,1,3
EWMA-014584,15(예비건조기),2025-02-23 07:45:40,2025-02-23 07:45:40,1,5,69.59667,69.59667,0,1,0,1
EWMA-014585,15(예비건조기),2025-02-23 07:49:20,2025-02-23 07:49:20,1,5,63.579998,63.579998,1,1,0,2
EWMA-014586,15(예비건조기),2025-02-23 07:52:10,2025-02-23 07:52:10,1,5,68.43667,68.43667,0,1,1,2
EWMA-014587,15(예비건조기),2025-02-23 07:56:25,2025-02-23 07:56:25,1,5,69.65667,69.65667,0,1,1,2
EWMA-014588,15(예비건조기),2025-02-23 07:59:20,2025-02-23 07:59:20,1,5,62.653336,62.653336,1,1,1,3
EWMA-014589,15(예비건조기),2025-02-23 08:02:40,2025-02-23 08:02:40,1,5,65.61667,65.61667,1,1,0,2
EWMA-014590,15(예비건조기),2025-02-23 08:11:15,2025-02-23 08:11:15,1,5,66.74,66.74,1,1,1,3
EWMA-014591,15(예비건조기),2025-02-23 08:13:00,2025-02-23 08:13:00,1,5,70.41333,70.41333,1,1,1,3
EWMA-014592,15(예비건조기),2025-02-23 08:13:20,2025-02-23 08:13:20,1,5,69.07333,69.07333,1,1,0,2
EWMA-014593,15(예비건조기),2025-02-23 08:24:35,2025-02-23 08:24:35,1,5,71.13333,71.13333,0,1,0,1
EWMA-014594,15(예비건조기),2025-02-23 08:31:20,2025-02-23 08:31:20,1,5,68.293335,68.293335,1,1,0,2
EWMA-014595,15(예비건조기),2025-02-23 08:36:25,2025-02-23 08:36:25,1,5,65.40667,65.40667,1,1,1,3
EWMA-014596,15(예비건조기),2025-02-23 08:37:25,2025-02-23 08:37:25,1,5,68.82334,68.82334,1,1,0,2
EWMA-014597,15(예비건조기),2025-02-23 08:40:00,2025-02-23 08:40:00,1,5,65.18667,65.18667,1,1,0,2
EWMA-014598,15(예비건조기),2025-02-23 08:46:00,2025-02-23 08:46:00,1,5,70.92667,70.92667,0,1,1,2
EWMA-014599,15(예비건조기),2025-02-23 08:46:25,2025-02-23 08:46:25,1,5,68.30334,68.30334,1,1,1,3
EWMA-014600,15(예비건조기),2025-02-23 08:52:20,2025-02-23 08:52:20,1,5,65.34333,65.34333,1,1,0,2
EWMA-014601,15(예비건조기),2025-02-23 08:53:00,2025-02-23 08:53:00,1,5,69.246666,69.246666,1,1,0,2
EWMA-014602,15(예비건조기),2025-02-23 09:10:45,2025-02-23 09:10:45,1,5,65.35333,65.35333,1,1,1,3
EWMA-014603,15(예비건조기),2025-02-23 09:11:15,2025-02-23 09:11:15,1,5,67.03667,67.03667,1,1,1,3
EWMA-014604,15(예비건조기),2025-02-23 09:37:30,2025-02-23 09:37:30,1,5,66.41334,66.41334,1,1,1,3
EWMA-014605,15(예비건조기),2025-02-23 10:30:00,2025-02-23 10:30:00,1,5,68.26,68.26,1,1,1,3
EWMA-014606,15(예비건조기),2025-02-23 10:42:50,2025-02-23 10:42:50,1,5,64.37667,64.37667,1,1,1,3
EWMA-014607,15(예비건조기),2025-02-23 10:43:10,2025-02-23 10:43:10,1,5,65.42,65.42,1,1,1,3
EWMA-014608,15(예비건조기),2025-02-23 10:53:25,2025-02-23 10:53:25,1,5,65.57333,65.57333,1,1,0,2
EWMA-014609,15(예비건조기),2025-02-23 10:59:20,2025-02-23 10:59:20,1,5,69.15,69.15,0,1,1,2
EWMA-014610,15(예비건조기),2025-02-23 11:01:40,2025-02-23 11:01:40,1,5,64.32667,64.32667,1,1,0,2
EWMA-014611,15(예비건조기),2025-02-23 11:01:55,2025-02-23 11:01:55,1,5,67.94334,67.94334,1,1,1,3
EWMA-014612,15(예비건조기),2025-02-23 11:06:05,2025-02-23 11:06:05,1,5,68.93667,68.93667,1,1,0,2
EWMA-014613,15(예비건조기),2025-02-23 11:09:20,2025-02-23 11:09:20,1,5,68.78333,68.78333,1,1,0,2
EWMA-014614,15(예비건조기),2025-02-23 11:10:10,2025-02-23 11:10:10,1,5,71.066666,71.066666,0,1,0,1
EWMA-014615,15(예비건조기),2025-02-23 11:26:40,2025-02-23 11:26:40,1,5,64.776665,64.776665,1,1,1,3
EWMA-014616,15(예비건조기),2025-02-23 11:28:45,2025-02-23 11:28:45,1,5,67.70333,67.70333,1,1,1,3
EWMA-014617,15(예비건조기),2025-02-23 11:48:35,2025-02-23 11:48:35,1,5,69.513336,69.513336,1,1,0,2
EWMA-014618,15(예비건조기),2025-02-23 11:51:55,2025-02-23 11:51:55,1,5,63.41333,63.41333,1,1,1,3
EWMA-014619,15(예비건조기),2025-02-23 11:53:35,2025-02-23 11:53:35,1,5,68.200005,68.200005,1,1,1,3
EWMA-014620,15(예비건조기),2025-02-23 12:00:25,2025-02-23 12:00:25,1,5,66.42667,66.42667,1,1,1,3
EWMA-014621,15(예비건조기),2025-02-23 12:04:50,2025-02-23 12:04:55,2,10,67.89333,68.613335,1,1,1,3
EWMA-014622,15(예비건조기),2025-02-23 12:07:35,2025-02-23 12:07:35,1,5,67.61,67.61,1,1,1,3
EWMA-014623,15(예비건조기),2025-02-23 12:14:35,2025-02-23 12:14:35,1,5,67.12333,67.12333,1,1,0,2
EWMA-014624,15(예비건조기),2025-02-23 12:18:40,2025-02-23 12:18:40,1,5,68.420006,68.420006,1,1,1,3
EWMA-014625,15(예비건조기),2025-02-23 12:24:40,2025-02-23 12:24:40,1,5,66.21334,66.21334,1,1,0,2
EWMA-014626,15(예비건조기),2025-02-23 12:28:10,2025-02-23 12:28:10,1,5,68.26,68.26,1,1,0,2
EWMA-014627,15(예비건조기),2025-02-23 12:29:55,2025-02-23 12:29:55,1,5,64.57333,64.57333,1,1,1,3
EWMA-014628,15(예비건조기),2025-02-23 12:45:55,2025-02-23 12:45:55,1,5,68.363335,68.363335,1,1,0,2
EWMA-014629,15(예비건조기),2025-02-23 12:46:40,2025-02-23 12:46:40,1,5,64.97,64.97,1,1,1,3
EWMA-014630,15(예비건조기),2025-02-23 13:12:55,2025-02-23 13:12:55,1,5,64.57,64.57,1,1,1,3
EWMA-014631,15(예비건조기),2025-02-23 13:20:35,2025-02-23 13:20:35,1,5,67.56,67.56,1,1,1,3
EWMA-014632,15(예비건조기),2025-02-23 13:21:10,2025-02-23 13:21:10,1,5,65.66,65.66,1,1,1,3
EWMA-014633,15(예비건조기),2025-02-23 13:28:30,2025-02-23 13:28:30,1,5,72.0,72.0,0,1,0,1
EWMA-014634,15(예비건조기),2025-02-23 13:28:55,2025-02-23 13:28:55,1,5,69.76,69.76,1,1,0,2
EWMA-014635,15(예비건조기),2025-02-23 13:48:55,2025-02-23 13:48:55,1,5,62.47333,62.47333,1,1,0,2
EWMA-014636,15(예비건조기),2025-02-23 14:19:10,2025-02-23 14:19:10,1,5,68.416664,68.416664,1,1,0,2
EWMA-014637,15(예비건조기),2025-02-23 14:21:05,2025-02-23 14:21:05,1,5,69.236664,69.236664,1,1,1,3
EWMA-014638,15(예비건조기),2025-02-23 14:32:45,2025-02-23 14:32:45,1,5,71.28666,71.28666,0,1,0,1
EWMA-014639,15(예비건조기),2025-02-23 14:34:05,2025-02-23 14:34:05,1,5,67.57333,67.57333,1,1,1,3
EWMA-014640,15(예비건조기),2025-02-23 14:38:25,2025-02-23 14:38:25,1,5,70.526665,70.526665,0,1,0,1
EWMA-014641,15(예비건조기),2025-02-23 14:44:35,2025-02-23 14:44:35,1,5,69.38,69.38,1,1,0,2
EWMA-014642,15(예비건조기),2025-02-23 14:45:15,2025-02-23 14:45:15,1,5,67.596664,67.596664,1,1,1,3
EWMA-014643,15(예비건조기),2025-02-23 14:50:35,2025-02-23 14:50:35,1,5,68.35333,68.35333,1,1,0,2
EWMA-014644,15(예비건조기),2025-02-23 15:00:20,2025-02-23 15:00:20,1,5,68.43667,68.43667,0,1,0,1
EWMA-014645,15(예비건조기),2025-02-23 15:05:00,2025-02-23 15:05:00,1,5,64.64667,64.64667,1,1,1,3
EWMA-014646,15(예비건조기),2025-02-23 15:10:35,2025-02-23 15:10:35,1,5,72.26666,72.26666,0,1,0,1
EWMA-014647,15(예비건조기),2025-02-23 15:11:35,2025-02-23 15:11:35,1,5,67.776665,67.776665,1,1,0,2
EWMA-014648,15(예비건조기),2025-02-23 15:15:55,2025-02-23 15:15:55,1,5,68.0,68.0,1,1,0,2
EWMA-014649,15(예비건조기),2025-02-23 15:16:55,2025-02-23 15:16:55,1,5,70.223335,70.223335,0,1,1,2
EWMA-014650,15(예비건조기),2025-02-23 15:21:40,2025-02-23 15:21:40,1,5,69.77334,69.77334,1,1,1,3
EWMA-014651,15(예비건조기),2025-02-23 15:29:30,2025-02-23 15:29:30,1,5,65.630005,65.630005,1,1,0,2
EWMA-014652,15(예비건조기),2025-02-23 15:32:00,2025-02-23 15:32:00,1,5,69.963326,69.963326,0,1,1,2
EWMA-014653,15(예비건조기),2025-02-23 15:54:45,2025-02-23 15:54:45,1,5,65.02,65.02,1,1,1,3
EWMA-014654,15(예비건조기),2025-02-23 16:01:30,2025-02-23 16:01:30,1,5,69.17333,69.17333,1,1,1,3
EWMA-014655,15(예비건조기),2025-02-23 16:01:40,2025-02-23 16:01:40,1,5,64.72666,64.72666,1,1,1,3
EWMA-014656,15(예비건조기),2025-02-23 16:08:15,2025-02-23 16:08:15,1,5,63.63333,63.63333,1,1,1,3
EWMA-014657,15(예비건조기),2025-02-23 16:31:25,2025-02-23 16:31:25,1,5,68.07334,68.07334,1,1,1,3
EWMA-014658,15(예비건조기),2025-02-23 16:32:50,2025-02-23 16:32:50,1,5,66.13,66.13,1,1,1,3
EWMA-014659,15(예비건조기),2025-02-23 16:42:40,2025-02-23 16:42:40,1,5,65.98334,65.98334,1,1,1,3
EWMA-014660,15(예비건조기),2025-02-23 16:51:40,2025-02-23 16:51:40,1,5,62.940002,62.940002,1,1,0,2
EWMA-014661,15(예비건조기),2025-02-23 16:55:05,2025-02-23 16:55:05,1,5,69.36,69.36,1,1,0,2
EWMA-014662,15(예비건조기),2025-02-23 17:03:10,2025-02-23 17:03:10,1,5,68.91334,68.91334,1,1,0,2
EWMA-014663,15(예비건조기),2025-02-23 17:03:30,2025-02-23 17:03:30,1,5,67.35667,67.35667,1,1,1,3
EWMA-014664,15(예비건조기),2025-02-23 17:18:55,2025-02-23 17:18:55,1,5,64.99333,64.99333,1,1,0,2
EWMA-014665,15(예비건조기),2025-02-23 17:19:35,2025-02-23 17:19:35,1,5,63.163334,63.163334,1,1,1,3
EWMA-014666,15(예비건조기),2025-02-23 17:32:45,2025-02-23 17:32:45,1,5,69.33001,69.33001,1,1,1,3
EWMA-014667,15(예비건조기),2025-02-23 17:44:50,2025-02-23 17:44:50,1,5,64.65333,64.65333,1,1,1,3
EWMA-014668,15(예비건조기),2025-02-23 17:51:35,2025-02-23 17:51:35,1,5,66.083336,66.083336,1,1,0,2
EWMA-014669,15(예비건조기),2025-02-23 17:54:40,2025-02-23 17:54:40,1,5,65.973335,65.973335,1,1,0,2
EWMA-014670,15(예비건조기),2025-02-23 18:01:00,2025-02-23 18:01:00,1,5,69.21334,69.21334,1,1,1,3
EWMA-014671,15(예비건조기),2025-02-23 18:02:55,2025-02-23 18:02:55,1,5,66.07667,66.07667,1,1,1,3
EWMA-014672,15(예비건조기),2025-02-23 18:19:05,2025-02-23 18:19:05,1,5,67.87667,67.87667,0,1,1,2
EWMA-014673,15(예비건조기),2025-02-23 18:23:10,2025-02-23 18:23:10,1,5,68.44333,68.44333,1,1,1,3
EWMA-014674,15(예비건조기),2025-02-23 18:29:45,2025-02-23 18:29:45,1,5,65.549995,65.549995,1,1,1,3
EWMA-014675,15(예비건조기),2025-02-23 18:30:05,2025-02-23 18:30:05,1,5,65.73,65.73,1,1,0,2
EWMA-014676,15(예비건조기),2025-02-23 18:44:55,2025-02-23 18:44:55,1,5,70.34333,70.34333,0,1,1,2
EWMA-014677,15(예비건조기),2025-02-23 18:45:25,2025-02-23 18:45:25,1,5,69.86001,69.86001,0,1,1,2
EWMA-014678,15(예비건조기),2025-02-23 18:49:35,2025-02-23 18:49:35,1,5,64.950005,64.950005,1,1,1,3
EWMA-014679,15(예비건조기),2025-02-23 19:12:55,2025-02-23 19:12:55,1,5,69.01,69.01,0,1,0,1
EWMA-014680,15(예비건조기),2025-02-23 19:18:40,2025-02-23 19:18:40,1,5,66.84667,66.84667,1,1,1,3
EWMA-014681,15(예비건조기),2025-02-23 19:19:35,2025-02-23 19:19:35,1,5,67.33666,67.33666,1,1,1,3
EWMA-014682,15(예비건조기),2025-02-23 19:25:55,2025-02-23 19:25:55,1,5,72.10333,72.10333,0,1,0,1
EWMA-014683,15(예비건조기),2025-02-23 20:02:40,2025-02-23 20:02:40,1,5,68.57,68.57,0,1,0,1
EWMA-014684,15(예비건조기),2025-02-23 20:05:20,2025-02-23 20:05:20,1,5,68.43667,68.43667,0,1,1,2
EWMA-014685,15(예비건조기),2025-02-23 20:09:40,2025-02-23 20:09:40,1,5,66.17,66.17,1,1,1,3
