event_id,module(equipment),start_datetime,end_datetime,point_count,duration_seconds,minimum_powerfactor,average_powerfactor,iqr_detected,ewma_detected,if_detected,max_model_agreement
EWMA-008180,15(예비건조기),2025-01-16 22:59:15,2025-01-16 22:59:15,1,5,62.309998,62.309998,1,1,0,2
EWMA-008181,15(예비건조기),2025-01-16 23:16:55,2025-01-16 23:16:55,1,5,64.200005,64.200005,1,1,1,3
EWMA-008182,15(예비건조기),2025-01-16 23:27:25,2025-01-16 23:27:25,1,5,72.96667,72.96667,0,1,0,1
EWMA-008183,15(예비건조기),2025-01-16 23:41:15,2025-01-16 23:41:15,1,5,70.62,70.62,0,1,1,2
EWMA-008184,15(예비건조기),2025-01-16 23:55:00,2025-01-16 23:55:00,1,5,67.170006,67.170006,1,1,1,3
EWMA-008185,15(예비건조기),2025-01-17 00:21:05,2025-01-17 00:21:05,1,5,65.299995,65.299995,1,1,1,3
EWMA-008186,15(예비건조기),2025-01-17 00:29:05,2025-01-17 00:29:05,1,5,68.82,68.82,1,1,1,3
EWMA-008187,15(예비건조기),2025-01-17 00:33:05,2025-01-17 00:33:05,1,5,63.25333,63.25333,1,1,1,3
EWMA-008188,15(예비건조기),2025-01-17 01:04:45,2025-01-17 01:04:45,1,5,64.49,64.49,1,1,1,3
EWMA-008189,15(예비건조기),2025-01-17 01:13:20,2025-01-17 01:13:20,1,5,64.92,64.92,1,1,1,3
EWMA-008190,15(예비건조기),2025-01-17 01:27:30,2025-01-17 01:27:30,1,5,68.10667,68.10667,1,1,1,3
EWMA-008191,15(예비건조기),2025-01-17 01:57:15,2025-01-17 01:57:15,1,5,68.19666,68.19666,1,1,0,2
EWMA-008192,15(예비건조기),2025-01-17 02:07:40,2025-01-17 02:07:40,1,5,69.636665,69.636665,0,1,0,1
EWMA-008193,15(예비건조기),2025-01-17 02:08:10,2025-01-17 02:08:10,1,5,69.026665,69.026665,1,1,1,3
EWMA-008194,15(예비건조기),2025-01-17 02:19:55,2025-01-17 02:19:55,1,5,66.63,66.63,1,1,1,3
EWMA-008195,15(예비건조기),2025-01-17 02:26:35,2025-01-17 02:26:35,1,5,65.386665,65.386665,1,1,1,3
EWMA-008196,15(예비건조기),2025-01-17 02:43:20,2025-01-17 02:43:20,1,5,66.35,66.35,1,1,0,2
EWMA-008197,15(예비건조기),2025-01-17 02:46:25,2025-01-17 02:46:25,1,5,68.13999,68.13999,0,1,1,2
EWMA-008198,15(예비건조기),2025-01-17 02:46:35,2025-01-17 02:46:35,1,5,71.32,71.32,0,1,0,1
EWMA-008199,15(예비건조기),2025-01-17 02:49:05,2025-01-17 02:49:05,1,5,64.68667,64.68667,1,1,1,3
EWMA-008200,15(예비건조기),2025-01-17 02:53:50,2025-01-17 02:53:50,1,5,71.76,71.76,0,1,0,1
EWMA-008201,15(예비건조기),2025-01-17 03:16:25,2025-01-17 03:16:25,1,5,68.03333,68.03333,1,1,0,2
EWMA-008202,15(예비건조기),2025-01-17 03:24:25,2025-01-17 03:24:25,1,5,67.37667,67.37667,1,1,1,3
EWMA-008203,15(예비건조기),2025-01-17 03:32:30,2025-01-17 03:32:30,1,5,65.01667,65.01667,1,1,1,3
EWMA-008204,15(예비건조기),2025-01-17 03:40:25,2025-01-17 03:40:25,1,5,68.636665,68.636665,1,1,0,2
EWMA-008205,15(예비건조기),2025-01-17 03:43:00,2025-01-17 03:43:00,1,5,69.53333,69.53333,0,1,1,2
EWMA-008206,15(예비건조기),2025-01-17 03:46:25,2025-01-17 03:46:25,1,5,70.74,70.74,0,1,0,1
EWMA-008207,15(예비건조기),2025-01-17 03:49:50,2025-01-17 03:49:50,1,5,70.043335,70.043335,0,1,0,1
EWMA-008208,15(예비건조기),2025-01-17 04:01:15,2025-01-17 04:01:15,1,5,67.100006,67.100006,1,1,1,3
EWMA-008209,15(예비건조기),2025-01-17 04:02:15,2025-01-17 04:02:15,1,5,67.27,67.27,1,1,1,3
EWMA-008210,15(예비건조기),2025-01-17 04:13:40,2025-01-17 04:13:40,1,5,71.09333,71.09333,0,1,0,1
EWMA-008211,15(예비건조기),2025-01-17 04:24:35,2025-01-17 04:24:35,1,5,65.29,65.29,1,1,1,3
EWMA-008212,15(예비건조기),2025-01-17 04:25:45,2025-01-17 04:25:45,1,5,67.47,67.47,1,1,0,2
EWMA-008213,15(예비건조기),2025-01-17 04:35:05,2025-01-17 04:35:05,1,5,68.200005,68.200005,1,1,0,2
EWMA-008214,15(예비건조기),2025-01-17 04:40:55,2025-01-17 04:40:55,1,5,68.54,68.54,1,1,1,3
EWMA-008215,15(예비건조기),2025-01-17 04:48:10,2025-01-17 04:48:10,1,5,65.636665,65.636665,1,1,1,3
EWMA-008216,15(예비건조기),2025-01-17 04:51:00,2025-01-17 04:51:00,1,5,66.62333,66.62333,1,1,1,3
EWMA-008217,15(예비건조기),2025-01-17 04:52:40,2025-01-17 04:52:40,1,5,66.386665,66.386665,1,1,0,2
EWMA-008218,15(예비건조기),2025-01-17 05:05:15,2025-01-17 05:05:15,1,5,65.23333,65.23333,1,1,0,2
EWMA-008219,15(예비건조기),2025-01-17 05:09:10,2025-01-17 05:09:10,1,5,64.939995,64.939995,1,1,0,2
EWMA-008220,15(예비건조기),2025-01-17 05:28:40,2025-01-17 05:28:40,1,5,64.94334,64.94334,1,1,1,3
EWMA-008221,15(예비건조기),2025-01-17 05:29:00,2025-01-17 05:29:00,1,5,69.263336,69.263336,1,1,0,2
EWMA-008222,15(예비건조기),2025-01-17 05:39:55,2025-01-17 05:39:55,1,5,69.40666,69.40666,1,1,1,3
EWMA-008223,15(예비건조기),2025-01-17 05:42:30,2025-01-17 05:42:30,1,5,65.44,65.44,1,1,1,3
EWMA-008224,15(예비건조기),2025-01-17 06:06:10,2025-01-17 06:06:10,1,5,66.746666,66.746666,1,1,0,2
EWMA-008225,15(예비건조기),2025-01-17 06:15:45,2025-01-17 06:15:45,1,5,69.9,69.9,1,1,1,3
EWMA-008226,15(예비건조기),2025-01-17 06:47:20,2025-01-17 06:47:20,1,5,67.34333,67.34333,1,1,1,3
EWMA-008227,15(예비건조기),2025-01-17 06:52:05,2025-01-17 06:52:05,1,5,65.01666,65.01666,1,1,1,3
EWMA-008228,15(예비건조기),2025-01-17 06:56:50,2025-01-17 06:56:50,1,5,67.93333,67.93333,1,1,1,3
EWMA-008229,15(예비건조기),2025-01-17 07:06:50,2025-01-17 07:06:50,1,5,63.51,63.51,1,1,1,3
EWMA-008230,15(예비건조기),2025-01-17 07:25:00,2025-01-17 07:25:00,1,5,69.78,69.78,1,1,0,2
EWMA-008231,15(예비건조기),2025-01-17 07:35:30,2025-01-17 07:35:30,1,5,70.52667,70.52667,0,1,1,2
EWMA-008232,15(예비건조기),2025-01-17 07:44:50,2025-01-17 07:44:50,1,5,64.14333,64.14333,1,1,1,3
EWMA-008233,15(예비건조기),2025-01-17 07:45:00,2025-01-17 07:45:00,1,5,67.46,67.46,1,1,0,2
EWMA-008234,15(예비건조기),2025-01-17 07:54:35,2025-01-17 07:54:35,1,5,64.82667,64.82667,1,1,0,2
EWMA-008235,15(예비건조기),2025-01-17 07:55:10,2025-01-17 07:55:10,1,5,71.24334,71.24334,1,1,0,2
EWMA-008236,15(예비건조기),2025-01-17 08:08:10,2025-01-17 08:08:10,1,5,66.16334,66.16334,1,1,1,3
EWMA-008237,15(예비건조기),2025-01-17 08:09:45,2025-01-17 08:09:45,1,5,67.43,67.43,1,1,0,2
EWMA-008238,15(예비건조기),2025-01-17 08:10:25,2025-01-17 08:10:25,1,5,69.10667,69.10667,1,1,1,3
EWMA-008239,15(예비건조기),2025-01-17 08:11:20,2025-01-17 08:11:20,1,5,72.40333,72.40333,0,1,0,1
EWMA-008240,15(예비건조기),2025-01-17 08:12:05,2025-01-17 08:12:05,1,5,69.73,69.73,0,1,0,1
EWMA-008241,15(예비건조기),2025-01-17 08:21:25,2025-01-17 08:21:25,1,5,69.026665,69.026665,0,1,1,2
EWMA-008242,15(예비건조기),2025-01-17 08:25:30,2025-01-17 08:25:35,2,10,68.700005,69.53667,1,1,0,2
EWMA-008243,15(예비건조기),2025-01-17 08:28:20,2025-01-17 08:28:20,1,5,64.59333,64.59333,1,1,1,3
EWMA-008244,15(예비건조기),2025-01-17 08:29:55,2025-01-17 08:29:55,1,5,69.81333,69.81333,0,1,0,1
EWMA-008245,15(예비건조기),2025-01-17 08:38:35,2025-01-17 08:38:35,1,5,63.28,63.28,1,1,1,3
EWMA-008246,15(예비건조기),2025-01-17 08:46:30,2025-01-17 08:46:30,1,5,65.47,65.47,1,1,1,3
EWMA-008247,15(예비건조기),2025-01-17 08:53:10,2025-01-17 08:53:10,1,5,63.89333,63.89333,1,1,0,2
EWMA-008248,15(예비건조기),2025-01-17 09:06:10,2025-01-17 09:06:10,1,5,64.526665,64.526665,1,1,0,2
EWMA-008249,15(예비건조기),2025-01-17 09:21:10,2025-01-17 09:21:10,1,5,70.13333,70.13333,1,1,0,2
EWMA-008250,15(예비건조기),2025-01-17 09:26:25,2025-01-17 09:26:25,1,5,64.49,64.49,1,1,1,3
EWMA-008251,15(예비건조기),2025-01-17 09:30:00,2025-01-17 09:30:00,1,5,63.796665,63.796665,1,1,1,3
EWMA-008252,15(예비건조기),2025-01-17 09:32:40,2025-01-17 09:32:40,1,5,63.08667,63.08667,1,1,1,3
EWMA-008253,15(예비건조기),2025-01-17 09:38:40,2025-01-17 09:38:40,1,5,72.596664,72.596664,0,1,0,1
EWMA-008254,15(예비건조기),2025-01-17 09:45:40,2025-01-17 09:45:40,1,5,69.76333,69.76333,1,1,0,2
EWMA-008255,15(예비건조기),2025-01-17 09:54:45,2025-01-17 09:54:45,1,5,70.09,70.09,0,1,0,1
EWMA-008256,15(예비건조기),2025-01-17 10:13:45,2025-01-17 10:13:45,1,5,64.44334,64.44334,1,1,1,3
EWMA-008257,15(예비건조기),2025-01-17 10:17:35,2025-01-17 10:17:35,1,5,64.18,64.18,1,1,0,2
EWMA-008258,15(예비건조기),2025-01-17 10:18:55,2025-01-17 10:18:55,1,5,69.18,69.18,1,1,0,2
EWMA-008259,15(예비건조기),2025-01-17 10:30:20,2025-01-17 10:30:20,1,5,69.12,69.12,1,1,1,3
EWMA-008260,15(예비건조기),2025-01-17 10:35:25,2025-01-17 10:35:25,1,5,69.43333,69.43333,0,1,1,2
EWMA-008261,15(예비건조기),2025-01-17 10:36:45,2025-01-17 10:36:45,1,5,65.15333,65.15333,1,1,1,3
EWMA-008262,15(예비건조기),2025-01-17 11:01:25,2025-01-17 11:01:25,1,5,68.746666,68.746666,0,1,1,2
EWMA-008263,15(예비건조기),2025-01-17 11:04:20,2025-01-17 11:04:20,1,5,63.33667,63.33667,1,1,1,3
EWMA-008264,15(예비건조기),2025-01-17 11:11:45,2025-01-17 11:11:45,1,5,66.58667,66.58667,1,1,1,3
EWMA-008265,15(예비건조기),2025-01-17 11:12:50,2025-01-17 11:12:50,1,5,66.08,66.08,1,1,1,3
EWMA-008266,15(예비건조기),2025-01-17 11:13:30,2025-01-17 11:13:30,1,5,70.416664,70.416664,1,1,1,3
EWMA-008267,15(예비건조기),2025-01-17 11:17:00,2025-01-17 11:17:00,1,5,70.99,70.99,0,1,0,1
EWMA-008268,15(예비건조기),2025-01-17 11:26:35,2025-01-17 11:26:35,1,5,67.90667,67.90667,1,1,1,3
EWMA-008269,15(예비건조기),2025-01-17 11:28:40,2025-01-17 11:28:40,1,5,66.246666,66.246666,1,1,1,3
EWMA-008270,15(예비건조기),2025-01-17 11:44:35,2025-01-17 11:44:35,1,5,67.76333,67.76333,1,1,1,3
EWMA-008271,15(예비건조기),2025-01-17 12:30:20,2025-01-17 12:30:20,1,5,66.43667,66.43667,1,1,0,2
EWMA-008272,15(예비건조기),2025-01-17 12:33:15,2025-01-17 12:33:15,1,5,64.746666,64.746666,1,1,1,3
EWMA-008273,15(예비건조기),2025-01-17 12:43:35,2025-01-17 12:43:35,1,5,62.85667,62.85667,1,1,1,3
EWMA-008274,15(예비건조기),2025-01-17 12:45:30,2025-01-17 12:45:30,1,5,66.18333,66.18333,1,1,1,3
EWMA-008275,15(예비건조기),2025-01-17 12:46:20,2025-01-17 12:46:20,1,5,69.02334,69.02334,1,1,1,3
EWMA-008276,15(예비건조기),2025-01-17 12:49:25,2025-01-17 12:49:25,1,5,64.95333,64.95333,1,1,0,2
EWMA-008277,15(예비건조기),2025-01-17 12:50:15,2025-01-17 12:50:15,1,5,64.31333,64.31333,1,1,1,3
EWMA-008278,15(예비건조기),2025-01-17 12:51:10,2025-01-17 12:51:10,1,5,69.68,69.68,0,1,1,2
EWMA-008279,15(예비건조기),2025-01-17 12:54:00,2025-01-17 12:54:00,1,5,70.46667,70.46667,0,1,0,1
EWMA-008280,15(예비건조기),2025-01-17 13:01:25,2025-01-17 13:01:25,1,5,70.26333,70.26333,0,1,0,1
EWMA-008281,15(예비건조기),2025-01-17 13:14:20,2025-01-17 13:14:20,1,5,64.66,64.66,1,1,0,2
EWMA-008282,15(예비건조기),2025-01-17 13:39:40,2025-01-17 13:39:40,1,5,68.51,68.51,1,1,1,3
EWMA-008283,15(예비건조기),2025-01-17 13:51:15,2025-01-17 13:51:15,1,5,66.15667,66.15667,1,1,1,3
EWMA-008284,15(예비건조기),2025-01-17 13:59:05,2025-01-17 13:59:05,1,5,69.22666,69.22666,1,1,1,3
EWMA-008285,15(예비건조기),2025-01-17 14:00:40,2025-01-17 14:00:40,1,5,69.0,69.0,1,1,1,3
EWMA-008286,15(예비건조기),2025-01-17 14:12:50,2025-01-17 14:12:50,1,5,64.5,64.5,1,1,0,2
EWMA-008287,15(예비건조기),2025-01-17 14:14:50,2025-01-17 14:14:50,1,5,67.01,67.01,1,1,1,3
EWMA-008288,15(예비건조기),2025-01-17 14:17:05,2025-01-17 14:17:05,1,5,65.96333,65.96333,1,1,1,3
EWMA-008289,15(예비건조기),2025-01-17 14:23:30,2025-01-17 14:23:30,1,5,66.886665,66.886665,1,1,1,3
EWMA-008290,15(예비건조기),2025-01-17 14:24:50,2025-01-17 14:24:50,1,5,64.973335,64.973335,1,1,1,3
EWMA-008291,15(예비건조기),2025-01-17 14:34:15,2025-01-17 14:34:15,1,5,65.57,65.57,1,1,1,3
EWMA-008292,15(예비건조기),2025-01-17 14:36:20,2025-01-17 14:36:20,1,5,65.87,65.87,1,1,1,3
EWMA-008293,15(예비건조기),2025-01-17 14:37:35,2025-01-17 14:37:35,1,5,68.30334,68.30334,1,1,0,2
EWMA-008294,15(예비건조기),2025-01-17 14:37:55,2025-01-17 14:37:55,1,5,73.03333,73.03333,0,1,0,1
EWMA-008295,15(예비건조기),2025-01-17 14:39:25,2025-01-17 14:39:25,1,5,68.67,68.67,1,1,1,3
EWMA-008296,15(예비건조기),2025-01-17 14:44:25,2025-01-17 14:44:25,1,5,66.06,66.06,1,1,0,2
EWMA-008297,15(예비건조기),2025-01-17 15:03:25,2025-01-17 15:03:25,1,5,67.136665,67.136665,1,1,1,3
EWMA-008298,15(예비건조기),2025-01-17 15:18:00,2025-01-17 15:18:00,1,5,66.33667,66.33667,1,1,1,3
EWMA-008299,15(예비건조기),2025-01-17 15:49:00,2025-01-17 15:49:00,1,5,67.01,67.01,1,1,1,3
EWMA-008300,15(예비건조기),2025-01-17 15:58:30,2025-01-17 15:58:30,1,5,70.43667,70.43667,1,1,0,2
EWMA-008301,15(예비건조기),2025-01-17 16:13:50,2025-01-17 16:13:50,1,5,61.033337,61.033337,1,1,1,3
EWMA-008302,15(예비건조기),2025-01-17 16:46:00,2025-01-17 16:46:00,1,5,64.42667,64.42667,1,1,1,3
EWMA-008303,15(예비건조기),2025-01-17 16:47:35,2025-01-17 16:47:35,1,5,65.880005,65.880005,1,1,0,2
EWMA-008304,15(예비건조기),2025-01-17 16:58:05,2025-01-17 16:58:05,1,5,66.33666,66.33666,1,1,1,3
EWMA-008305,15(예비건조기),2025-01-17 17:31:25,2025-01-17 17:31:25,1,5,71.01,71.01,0,1,0,1
EWMA-008306,15(예비건조기),2025-01-17 17:38:35,2025-01-17 17:38:35,1,5,68.24,68.24,1,1,1,3
EWMA-008307,15(예비건조기),2025-01-17 17:46:10,2025-01-17 17:46:10,1,5,69.810005,69.810005,0,1,0,1
EWMA-008308,15(예비건조기),2025-01-17 17:54:35,2025-01-17 17:54:35,1,5,68.96667,68.96667,1,1,1,3
EWMA-008309,15(예비건조기),2025-01-17 18:21:00,2025-01-17 18:21:00,1,5,68.65667,68.65667,1,1,1,3
EWMA-008310,15(예비건조기),2025-01-17 18:28:45,2025-01-17 18:28:45,1,5,67.79,67.79,1,1,1,3
EWMA-008311,15(예비건조기),2025-01-17 18:33:00,2025-01-17 18:33:00,1,5,63.466663,63.466663,1,1,1,3
EWMA-008312,15(예비건조기),2025-01-17 18:34:50,2025-01-17 18:34:50,1,5,64.526665,64.526665,1,1,1,3
EWMA-008313,15(예비건조기),2025-01-17 18:45:55,2025-01-17 18:45:55,1,5,64.60999,64.60999,1,1,1,3
EWMA-008314,15(예비건조기),2025-01-17 18:47:30,2025-01-17 18:47:30,1,5,68.38999,68.38999,1,1,0,2
EWMA-008315,15(예비건조기),2025-01-17 18:58:40,2025-01-17 18:58:40,1,5,63.323334,63.323334,1,1,1,3
EWMA-008316,15(예비건조기),2025-01-17 18:59:25,2025-01-17 18:59:25,1,5,68.07667,68.07667,1,1,1,3
EWMA-008317,15(예비건조기),2025-01-17 18:59:35,2025-01-17 18:59:35,1,5,70.25667,70.25667,1,1,0,2
EWMA-008318,15(예비건조기),2025-01-17 19:00:00,2025-01-17 19:00:00,1,5,67.456665,67.456665,1,1,1,3
EWMA-008319,15(예비건조기),2025-01-17 19:02:35,2025-01-17 19:02:35,1,5,64.93667,64.93667,1,1,1,3
EWMA-008320,15(예비건조기),2025-01-17 19:02:50,2025-01-17 19:02:50,1,5,68.503334,68.503334,1,1,0,2
EWMA-008321,15(예비건조기),2025-01-17 19:08:40,2025-01-17 19:08:40,1,5,70.026665,70.026665,0,1,0,1
EWMA-008322,15(예비건조기),2025-01-17 19:09:20,2025-01-17 19:09:20,1,5,67.30334,67.30334,1,1,1,3
EWMA-008323,15(예비건조기),2025-01-17 19:21:30,2025-01-17 19:21:30,1,5,72.94333,72.94333,0,1,0,1
EWMA-008324,15(예비건조기),2025-01-17 19:31:50,2025-01-17 19:31:50,1,5,67.09333,67.09333,1,1,1,3
EWMA-008325,15(예비건조기),2025-01-17 19:46:35,2025-01-17 19:46:35,1,5,68.1,68.1,1,1,1,3
EWMA-008326,15(예비건조기),2025-01-17 19:47:55,2025-01-17 19:47:55,1,5,69.44666,69.44666,0,1,0,1
EWMA-008327,15(예비건조기),2025-01-17 19:48:20,2025-01-17 19:48:20,1,5,66.20667,66.20667,1,1,1,3
EWMA-008328,15(예비건조기),2025-01-17 19:52:50,2025-01-17 19:52:50,1,5,68.37667,68.37667,1,1,1,3
EWMA-008329,15(예비건조기),2025-01-17 20:08:55,2025-01-17 20:08:55,1,5,67.03333,67.03333,1,1,1,3
EWMA-008330,15(예비건조기),2025-01-17 21:00:45,2025-01-17 21:00:45,1,5,65.25667,65.25667,1,1,1,3
EWMA-008331,15(예비건조기),2025-01-17 21:26:30,2025-01-17 21:26:30,1,5,66.02333,66.02333,1,1,1,3
EWMA-008332,15(예비건조기),2025-01-17 21:39:40,2025-01-17 21:39:40,1,5,69.78666,69.78666,1,1,0,2
EWMA-008333,15(예비건조기),2025-01-17 21:50:20,2025-01-17 21:50:20,1,5,69.583336,69.583336,1,1,1,3
EWMA-008334,15(예비건조기),2025-01-17 22:12:50,2025-01-17 22:12:50,1,5,67.543335,67.543335,1,1,0,2
EWMA-008335,15(예비건조기),2025-01-17 22:15:20,2025-01-17 22:15:20,1,5,68.07667,68.07667,1,1,1,3
EWMA-008336,15(예비건조기),2025-01-17 22:31:10,2025-01-17 22:31:10,1,5,65.310005,65.310005,1,1,1,3
EWMA-008337,15(예비건조기),2025-01-17 22:37:30,2025-01-17 22:37:30,1,5,65.97667,65.97667,1,1,1,3
EWMA-008338,15(예비건조기),2025-01-17 22:53:25,2025-01-17 22:53:25,1,5,64.41334,64.41334,1,1,1,3
EWMA-008339,15(예비건조기),2025-01-17 23:03:10,2025-01-17 23:03:10,1,5,69.29667,69.29667,1,1,1,3
EWMA-008340,15(예비건조기),2025-01-17 23:06:50,2025-01-17 23:06:50,1,5,70.66667,70.66667,1,1,0,2
EWMA-008341,15(예비건조기),2025-01-17 23:41:40,2025-01-17 23:41:40,1,5,66.159996,66.159996,1,1,1,3
EWMA-008342,15(예비건조기),2025-01-17 23:44:15,2025-01-17 23:44:15,1,5,66.736664,66.736664,1,1,1,3
EWMA-008343,15(예비건조기),2025-01-17 23:58:00,2025-01-17 23:58:00,1,5,68.799995,68.799995,0,1,0,1
EWMA-008344,15(예비건조기),2025-01-18 00:14:35,2025-01-18 00:14:35,1,5,71.4,71.4,0,1,0,1
EWMA-008345,15(예비건조기),2025-01-18 00:19:50,2025-01-18 00:19:50,1,5,69.47666,69.47666,0,1,1,2
EWMA-008346,15(예비건조기),2025-01-18 00:32:35,2025-01-18 00:32:35,1,5,67.86,67.86,1,1,0,2
EWMA-008347,15(예비건조기),2025-01-18 00:33:30,2025-01-18 00:33:30,1,5,69.01667,69.01667,1,1,1,3
EWMA-008348,15(예비건조기),2025-01-18 00:46:35,2025-01-18 00:46:35,1,5,66.583336,66.583336,0,1,1,2
EWMA-008349,15(예비건조기),2025-01-18 01:00:45,2025-01-18 01:00:45,1,5,65.46333,65.46333,1,1,1,3
EWMA-008350,15(예비건조기),2025-01-18 01:06:45,2025-01-18 01:06:45,1,5,65.06666,65.06666,1,1,1,3
EWMA-008351,15(예비건조기),2025-01-18 01:13:20,2025-01-18 01:13:20,1,5,68.276665,68.276665,1,1,1,3
EWMA-008352,15(예비건조기),2025-01-18 01:16:05,2025-01-18 01:16:05,1,5,66.636665,66.636665,1,1,1,3
EWMA-008353,15(예비건조기),2025-01-18 01:20:10,2025-01-18 01:20:10,1,5,65.846664,65.846664,1,1,1,3
EWMA-008354,15(예비건조기),2025-01-18 01:25:55,2025-01-18 01:25:55,1,5,66.799995,66.799995,1,1,1,3
EWMA-008355,15(예비건조기),2025-01-18 01:31:00,2025-01-18 01:31:00,1,5,62.46667,62.46667,1,1,1,3
EWMA-008356,15(예비건조기),2025-01-18 01:47:25,2025-01-18 01:47:25,1,5,65.246666,65.246666,1,1,1,3
EWMA-008357,15(예비건조기),2025-01-18 01:52:40,2025-01-18 01:52:40,1,5,69.77333,69.77333,1,1,1,3
EWMA-008358,15(예비건조기),2025-01-18 02:21:40,2025-01-18 02:21:40,1,5,66.6,66.6,1,1,1,3
EWMA-008359,15(예비건조기),2025-01-18 02:22:25,2025-01-18 02:22:25,1,5,64.28,64.28,1,1,1,3
EWMA-008360,15(예비건조기),2025-01-18 02:30:55,2025-01-18 02:30:55,1,5,69.45667,69.45667,1,1,0,2
EWMA-008361,15(예비건조기),2025-01-18 02:38:25,2025-01-18 02:38:25,1,5,71.19666,71.19666,0,1,0,1
EWMA-008362,15(예비건조기),2025-01-18 03:01:45,2025-01-18 03:01:45,1,5,64.03,64.03,1,1,1,3
EWMA-008363,15(예비건조기),2025-01-18 03:20:05,2025-01-18 03:20:05,1,5,64.03667,64.03667,1,1,1,3
EWMA-008364,15(예비건조기),2025-01-18 03:23:00,2025-01-18 03:23:00,1,5,69.29667,69.29667,1,1,1,3
EWMA-008365,15(예비건조기),2025-01-18 03:27:55,2025-01-18 03:27:55,1,5,66.82333,66.82333,1,1,1,3
EWMA-008366,15(예비건조기),2025-01-18 03:33:15,2025-01-18 03:33:15,1,5,69.84333,69.84333,1,1,1,3
EWMA-008367,15(예비건조기),2025-01-18 04:52:40,2025-01-18 04:52:40,1,5,62.069996,62.069996,1,1,1,3
EWMA-008368,15(예비건조기),2025-01-18 04:54:30,2025-01-18 04:54:30,1,5,67.986664,67.986664,1,1,0,2
EWMA-008369,15(예비건조기),2025-01-18 04:57:10,2025-01-18 04:57:10,1,5,68.229996,68.229996,1,1,0,2
EWMA-008370,15(예비건조기),2025-01-18 05:18:45,2025-01-18 05:18:45,1,5,69.4,69.4,1,1,1,3
EWMA-008371,15(예비건조기),2025-01-18 05:26:50,2025-01-18 05:26:50,1,5,69.420006,69.420006,1,1,1,3
EWMA-008372,15(예비건조기),2025-01-18 05:30:25,2025-01-18 05:30:25,1,5,70.973335,70.973335,0,1,1,2
EWMA-008373,15(예비건조기),2025-01-18 05:34:35,2025-01-18 05:34:35,1,5,64.92333,64.92333,1,1,1,3
EWMA-008374,15(예비건조기),2025-01-18 05:41:00,2025-01-18 05:41:00,1,5,62.47333,62.47333,1,1,1,3
EWMA-008375,15(예비건조기),2025-01-18 05:42:35,2025-01-18 05:42:35,1,5,64.95333,64.95333,1,1,0,2
EWMA-008376,15(예비건조기),2025-01-18 05:46:50,2025-01-18 05:46:50,1,5,69.670006,69.670006,1,1,0,2
EWMA-008377,15(예비건조기),2025-01-18 05:54:05,2025-01-18 05:54:05,1,5,64.91334,64.91334,1,1,1,3
EWMA-008378,15(예비건조기),2025-01-18 06:17:50,2025-01-18 06:17:50,1,5,67.94334,67.94334,1,1,0,2
EWMA-008379,15(예비건조기),2025-01-18 06:19:15,2025-01-18 06:19:15,1,5,68.22666,68.22666,1,1,1,3
EWMA-008380,15(예비건조기),2025-01-18 06:22:40,2025-01-18 06:22:40,1,5,66.47666,66.47666,1,1,0,2
EWMA-008381,15(예비건조기),2025-01-18 06:23:35,2025-01-18 06:23:35,1,5,68.549995,68.549995,1,1,1,3
EWMA-008382,15(예비건조기),2025-01-18 06:24:30,2025-01-18 06:24:30,1,5,73.299995,73.299995,0,1,0,1
EWMA-008383,15(예비건조기),2025-01-18 06:24:50,2025-01-18 06:24:50,1,5,69.46667,69.46667,1,1,0,2
EWMA-008384,15(예비건조기),2025-01-18 06:38:50,2025-01-18 06:38:50,1,5,66.70334,66.70334,1,1,1,3
EWMA-008385,15(예비건조기),2025-01-18 06:44:35,2025-01-18 06:44:35,1,5,69.206665,69.206665,1,1,1,3
EWMA-008386,15(예비건조기),2025-01-18 06:49:40,2025-01-18 06:49:40,1,5,70.503334,70.503334,1,1,0,2
EWMA-008387,15(예비건조기),2025-01-18 07:10:00,2025-01-18 07:10:00,1,5,66.50666,66.50666,1,1,1,3
EWMA-008388,15(예비건조기),2025-01-18 07:12:00,2025-01-18 07:12:00,1,5,67.4,67.4,1,1,0,2
EWMA-008389,15(예비건조기),2025-01-18 07:25:45,2025-01-18 07:25:45,1,5,66.96667,66.96667,1,1,1,3
EWMA-008390,15(예비건조기),2025-01-18 07:27:40,2025-01-18 07:27:40,1,5,67.84667,67.84667,1,1,1,3
EWMA-008391,15(예비건조기),2025-01-18 07:29:15,2025-01-18 07:29:15,1,5,64.87333,64.87333,1,1,1,3
EWMA-008392,15(예비건조기),2025-01-18 07:40:25,2025-01-18 07:40:25,1,5,66.433334,66.433334,1,1,1,3
EWMA-008393,15(예비건조기),2025-01-18 07:44:10,2025-01-18 07:44:10,1,5,60.92,60.92,1,1,1,3
EWMA-008394,15(예비건조기),2025-01-18 07:46:45,2025-01-18 07:46:45,1,5,67.829994,67.829994,1,1,0,2
EWMA-008395,15(예비건조기),2025-01-18 07:47:05,2025-01-18 07:47:05,1,5,67.213326,67.213326,1,1,1,3
EWMA-008396,15(예비건조기),2025-01-18 07:57:00,2025-01-18 07:57:00,1,5,66.473335,66.473335,1,1,1,3
EWMA-008397,15(예비건조기),2025-01-18 07:58:20,2025-01-18 07:58:20,1,5,71.21,71.21,0,1,0,1
EWMA-008398,15(예비건조기),2025-01-18 08:09:20,2025-01-18 08:09:20,1,5,65.34667,65.34667,1,1,1,3
